Property ID,Locality name,Postal code,price,Type of property,Construction year,Number of rooms,Surface of the plot,Living area,kitchen,furnished,Open fire,Terrace,Garden,Garden orientation,Number of facades,Swimming pool,State of builing,Energy class,Primary energy consumption,Heating type,Flood zone type,Double glazing,Cadastral income,region
20246497,Evergem,9940,549000,house,2020.0,4.0,362.0,199.0,,,,,,,3.0,,As new,A,47.0,Gas,Non flood zone,1.0,1029.0,Flanders
20246496,Lokeren,9160,629000,house,1988.0,3.0,748.0,352.0,,,,,,,3.0,,As new,B,136.0,Gas,Non flood zone,1.0,1574.0,Flanders
20246493,Dottenijs,7711,179000,house,,3.0,283.0,147.0,0.0,0.0,,,100.0,,3.0,,To renovate,D,334.0,Gas,Non flood zone,,557.0,Wallonia
20246490,Quaregnon,7390,195000,house,,3.0,750.0,173.0,1.0,0.0,,30.0,600.0,,2.0,,Good,D,287.0,Fuel oil,,1.0,,Wallonia
20246489,Saint-André,4606,350000,house,2000.0,2.0,1212.0,145.0,1.0,0.0,,80.0,500.0,,3.0,0.0,Just renovated,C,231.0,Pellet,Non flood zone,,,Wallonia
20246488,Hechtel-Eksel,3940,289000,house,,2.0,841.0,,,,,,,,4.0,,,Not specified,,,,,,Flanders
11347365,Tournai,7500,475000,house,,10.0,949.0,557.0,0.0,0.0,,,949.0,,4.0,0.0,To renovate,E,359.0,Gas,Non flood zone,1.0,3021.0,Wallonia
20246479,Mortsel,2640,295000,apartment,,3.0,,120.0,1.0,,,,,,2.0,,As new,B,132.0,Gas,,1.0,,Flanders
20246477,Wichelen,9260,249000,house,,2.0,680.0,85.0,,,,,,,3.0,,,F,1079.0,,,,262.0,Flanders
20246475,Quiévrain,7380,195000,house,,3.0,160.0,,1.0,0.0,,,80.0,,2.0,,Good,E,408.0,Gas,Non flood zone,1.0,475.0,Wallonia
20190983,Houthalen-Helchteren,3530,285000,apartment,2002.0,2.0,,99.0,1.0,0.0,,34.0,,,3.0,,,B,172.0,Gas,Possible flood zone,1.0,850.0,Flanders
20246471,Floreffe,5150,450000,house,,4.0,1202.0,216.0,1.0,,,71.0,,,4.0,,,B,134.0,Gas,,1.0,349.0,Wallonia
20246462,Molenbeek-Saint-Jean,1080,249000,apartment,,2.0,,83.0,1.0,0.0,,7.0,,,,0.0,Just renovated,F,318.0,Gas,,,,Brussels
20246459,Maldegem,9990,795000,house,,4.0,673.0,215.0,,,,,,,,,Good,Not specified,,Gas,Non flood zone,1.0,,Flanders
20246458,Auderghem,1160,569000,house,,4.0,150.0,224.0,1.0,0.0,,,50.0,,2.0,0.0,To renovate,F,300.0,Gas,Non flood zone,1.0,,Brussels
20163918,Halle,1500,335000,house,1930.0,2.0,798.0,206.0,1.0,0.0,,,,,3.0,0.0,To be done up,E,452.0,Fuel oil,Non flood zone,1.0,,Flanders
20156810,Nieuwpoort,8620,349000,apartment,2006.0,2.0,,66.0,,0.0,,,,,2.0,0.0,,B,147.0,Electric,Non flood zone,1.0,847.0,Flanders
20036000,Herstal,4040,189000,house,,3.0,,100.0,1.0,0.0,,13.0,,,2.0,,Good,D,316.0,,Non flood zone,1.0,379.0,Wallonia
20246443,Roeselare,8800,453000,house,,3.0,530.0,,,,,,,,,,,Not specified,,,Non flood zone,,,Flanders
20246438,Hulshout,2235,199875,apartment,2025.0,,,60.0,,,,6.0,,,,0.0,,Not specified,,,,1.0,,Flanders
20246422,Boekhoute,9961,345000,house,1874.0,3.0,1060.0,145.0,,,,,856.0,South,4.0,,Good,C,227.0,Pellet,Non flood zone,1.0,265.0,Flanders
20246419,Brussel,1000,165000,apartment,1940.0,1.0,,71.0,0.0,,,15.0,,,2.0,,To renovate,E,270.0,,Non flood zone,1.0,,Brussels
20246413,Aalst,9300,269000,house,,2.0,530.0,133.0,1.0,,,,,,2.0,,Good,F,504.0,,,1.0,686.0,Flanders
20246403,Oostende,8400,185000,apartment,1967.0,3.0,,127.0,,,,,,,,,Good,B,197.0,Gas,Non flood zone,1.0,1050.0,Flanders
20246401,Sint-Martens-Latem,9830,4000000,house,1967.0,,47902.0,193.0,,0.0,,,,,,,To renovate,F,922.0,,,,,Flanders
20246389,Colfontaine,7340,150000,house,,3.0,315.0,95.0,1.0,0.0,,56.0,,,2.0,,Good,C,172.0,Gas,,1.0,242.0,Wallonia
20246387,Veurne,8630,259000,apartment,,2.0,,94.0,,0.0,,12.0,,,,,As new,Not specified,,,,,,Flanders
20246385,Schaarbeek,1030,265000,apartment,1972.0,2.0,,90.0,,,,,,,2.0,0.0,Good,G,,Gas,Non flood zone,1.0,,Brussels
20246383,Veurne,8630,331000,apartment,,3.0,,107.0,,0.0,,12.0,,,,,As new,Not specified,,,,,,Flanders
20246374,Afsnee,9051,998000,apartment,,2.0,,149.0,,0.0,,10.0,,,2.0,,,Not specified,,,,,,Flanders
20246357,Antwerpen,2170,215000,apartment,2006.0,2.0,,80.0,,0.0,,6.0,,,2.0,0.0,,A,98.0,Gas,Non flood zone,1.0,1011.0,Flanders
20246350,Antwerpen,2100,219300,apartment,1967.0,2.0,,90.0,1.0,,,8.0,,,2.0,,Good,B,133.0,Gas,Non flood zone,1.0,850.0,Flanders
20246344,Zoersel,2980,375000,house,1958.0,3.0,1045.0,141.0,,,,,,,4.0,,To renovate,F,722.0,Fuel oil,Non flood zone,1.0,1041.0,Flanders
20236289,Antwerpen,2018,375000,apartment,1985.0,2.0,,100.0,1.0,,,20.0,,,,,Good,C,230.0,Gas,Non flood zone,1.0,,Flanders
20246094,Grâce-Hollogne,4460,132000,house,,2.0,190.0,76.0,1.0,,,20.0,105.0,East,2.0,,To renovate,G,560.0,Fuel oil,,,294.0,Wallonia
20246333,Turnhout,2300,299000,house,1918.0,2.0,133.0,158.0,1.0,,,,,,2.0,,Good,C,241.0,Gas,Recognized flood zone,1.0,371.0,Flanders
20246331,Antwerpen,2170,515000,house,,4.0,174.0,197.0,1.0,0.0,,,,,2.0,0.0,,C,291.0,Gas,Non flood zone,1.0,1442.0,Flanders
20246330,Uccle,1180,795000,apartment,,3.0,,161.0,1.0,,1.0,1.0,,,3.0,0.0,Good,C,108.0,,,1.0,4606.0,Brussels
20246320,Brussel,1000,287000,apartment,1960.0,2.0,,80.0,1.0,,,3.0,,,2.0,,,E,,,,1.0,,Brussels
20246322,Brussel,1000,285000,apartment,,2.0,,66.0,,,,,,,2.0,,,G,531.0,,,1.0,,Brussels
20246323,Brussel,1000,300000,apartment,1900.0,1.0,,70.0,1.0,,,20.0,,,,,,G,399.0,Gas,,1.0,,Brussels
20246317,Saint-Gilles,1060,280000,apartment,1958.0,1.0,,60.0,1.0,,,3.0,,,3.0,,,G,447.0,,,,,Brussels
20246319,Brussel,1000,299000,apartment,,2.0,,70.0,,,,,,,2.0,,Good,F,331.0,,,1.0,,Brussels
20246316,Brussel,1000,299000,apartment,,2.0,,70.0,1.0,,,,,,2.0,,Good,E,274.0,,,1.0,,Brussels
20246314,Brussel,1000,270000,apartment,1899.0,2.0,,80.0,,,,,,,2.0,,Just renovated,D,185.0,,,1.0,661.0,Brussels
20246295,Anderlecht,1070,300000,apartment,1997.0,2.0,,100.0,1.0,,1.0,4.0,,,2.0,,,D,,,,1.0,1600.0,Brussels
20246294,Koekelberg,1081,239000,apartment,,2.0,,72.0,0.0,,,2.0,,,2.0,,,G,392.0,Gas,,1.0,,Brussels
20246286,Laken,1020,259000,apartment,1980.0,1.0,,80.0,1.0,,,15.0,,,2.0,,,G,362.0,,,1.0,,Brussels
20246288,Anderlecht,1070,279000,apartment,1937.0,2.0,,90.0,0.0,,,,,,2.0,,,D,,Gas,,1.0,,Brussels
20246290,Anderlecht,1070,209000,apartment,1949.0,2.0,,70.0,,,,2.0,,,,,,D,189.0,,,1.0,626.0,Brussels
20246287,Koekelberg,1081,229000,apartment,1919.0,2.0,,80.0,1.0,,,,,,2.0,,,G,389.0,,,,,Brussels
20246289,Molenbeek-Saint-Jean,1080,329000,apartment,1958.0,3.0,,135.0,1.0,,1.0,40.0,,,3.0,,,F,,Gas,,1.0,,Brussels
20246284,Koekelberg,1081,315000,apartment,1975.0,2.0,,95.0,1.0,,,,,,2.0,,To be done up,E,223.0,Fuel oil,,1.0,,Brussels
20246279,Koekelberg,1081,339000,apartment,,3.0,,130.0,,,,,,,2.0,,,C,149.0,,,1.0,,Brussels
20246276,Elsene,1050,345000,apartment,,2.0,,80.0,1.0,0.0,,2.0,,,2.0,,,Not specified,,,,0.0,1440.0,Brussels
20246275,Watermaal-Bosvoorde,1170,755000,house,1992.0,3.0,197.0,157.0,1.0,0.0,,,76.0,East,2.0,,,E,233.0,,,1.0,,Brussels
20246272,Antwerpen,2100,268000,apartment,,2.0,,99.0,,,,,,,3.0,,As new,B,107.0,,,1.0,,Flanders
20246243,Seraing,4100,155000,apartment,,2.0,,75.0,1.0,,,20.0,,,,0.0,Good,C,203.0,Fuel oil,Non flood zone,1.0,614.0,Wallonia
20246270,Montignies-sur-Sambre,6061,245000,house,,3.0,270.0,147.0,1.0,,,,,,3.0,,,Not specified,,Gas,,1.0,,Wallonia
20246269,Montignies-sur-Sambre,6061,245000,apartment,,3.0,,147.0,1.0,,,,,,3.0,,,Not specified,,Gas,,1.0,,Wallonia
20246263,Grivegnée,4030,169900,house,1942.0,2.0,36.0,79.0,1.0,,,,,,2.0,,Good,E,387.0,Gas,,1.0,332.0,Wallonia
20246262,Molenbeek-Saint-Jean,1080,140000,apartment,,,,35.0,0.0,0.0,,30.0,,,2.0,,,D,191.0,Fuel oil,,1.0,,Brussels
20246256,Antwerpen,2180,270000,apartment,,2.0,,65.0,1.0,0.0,,,,,3.0,,As new,B,121.0,Gas,,1.0,,Flanders
20246253,Borsbeek,2150,290000,apartment,,2.0,,94.0,1.0,0.0,,,,,2.0,,As new,A,97.0,Gas,,1.0,,Flanders
20246250,Wommelgem,2160,290000,apartment,,2.0,,94.0,1.0,0.0,,,,,2.0,,As new,A,97.0,Gas,,1.0,,Flanders
20246248,Antwerpen,2100,220000,apartment,,2.0,,86.0,1.0,0.0,,,,,2.0,,Good,Not specified,,Gas,,1.0,589.0,Flanders
20246246,Grâce-Hollogne,4460,179000,house,,3.0,241.0,,1.0,0.0,,28.0,94.0,,3.0,0.0,Good,G,589.0,,Non flood zone,1.0,,Wallonia
20246242,Baardegem,9310,385000,house,1950.0,4.0,525.0,152.0,1.0,,,,,,4.0,,Good,C,272.0,Gas,Non flood zone,1.0,456.0,Flanders
20246240,Tielt-Winge,3390,223000,house,1934.0,3.0,1385.0,150.0,,0.0,,,,,4.0,,To renovate,F,795.0,Pellet,Non flood zone,1.0,,Flanders
20142467,Lippelo,2890,515000,house,2015.0,4.0,87.0,235.0,1.0,,,36.0,252.0,,2.0,0.0,As new,Not specified,,,Non flood zone,1.0,,Flanders
20246235,Mol,2400,339000,house,,5.0,977.0,245.0,,,,,,,4.0,,,D,397.0,,,,,Flanders
20246233,Jette,1090,215000,apartment,1957.0,2.0,,80.0,1.0,0.0,,5.0,,,2.0,0.0,Good,E,240.0,Gas,Non flood zone,1.0,,Brussels
20243204,Mariakerke,9030,620000,house,1933.0,4.0,629.0,265.0,1.0,0.0,,30.0,478.0,,3.0,0.0,Good,B,164.0,Gas,Non flood zone,1.0,860.0,Flanders
20245112,Antwerpen,2020,339000,apartment,1956.0,3.0,,110.0,1.0,,,11.0,,,,,Just renovated,B,145.0,Fuel oil,Non flood zone,,,Flanders
20242296,Etterbeek,1040,319000,apartment,1961.0,2.0,,100.0,1.0,0.0,,5.0,,,,0.0,Good,D,178.0,Gas,Non flood zone,1.0,1291.0,Brussels
20246227,Grimminge,9506,465000,house,1850.0,3.0,2677.0,167.0,1.0,0.0,,,,,4.0,0.0,,D,365.0,Fuel oil,,1.0,537.0,Flanders
20246219,Jette,1090,209000,apartment,,2.0,,92.0,1.0,,,3.0,,,4.0,,To renovate,D,,,,1.0,,Brussels
20246218,Haren,1130,265000,apartment,,1.0,,,,,,5.0,,,,,Just renovated,B,53.0,Gas,,1.0,1051.0,Brussels
20246211,Saint-Georges-sur-Meuse,4470,577313,house,,5.0,674.0,210.0,1.0,,,24.0,,,3.0,,As new,Not specified,,Gas,,,,Wallonia
20246210,Saint-Georges-sur-Meuse,4470,472403,house,,3.0,330.0,164.0,1.0,,,24.0,,,3.0,,As new,Not specified,,Gas,,,,Wallonia
20246208,Liège,4000,539679,house,,3.0,805.0,169.0,1.0,,,,,,3.0,,,Not specified,,,,,,Wallonia
20246209,Liège,4000,503583,house,,3.0,430.0,141.0,1.0,,,20.0,,,3.0,,,A+,16.0,,,,,Wallonia
20246206,Houthalen-Helchteren,3530,649000,house,2011.0,4.0,703.0,337.0,1.0,0.0,,,,,4.0,,,A,86.0,,,,1222.0,Flanders
20246205,Houthalen-Helchteren,3530,249000,house,1968.0,4.0,360.0,152.0,,0.0,,9.0,30.0,,3.0,,Good,F,555.0,Gas,,,701.0,Flanders
20246204,Houthalen-Helchteren,3530,259000,house,1940.0,3.0,730.0,273.0,1.0,0.0,,,,,3.0,,To renovate,F,755.0,,,,694.0,Flanders
20246201,Juprelle,4450,140000,house,,2.0,571.0,70.0,1.0,,,,479.0,,2.0,,To be done up,F,433.0,Fuel oil,,,254.0,Wallonia
20246200,Awans,4340,545000,house,2002.0,4.0,1052.0,187.0,1.0,,,14.0,,,4.0,,As new,B,113.0,Fuel oil,,1.0,,Wallonia
20246196,Romsée,4624,285000,house,,3.0,404.0,130.0,1.0,0.0,,,215.0,,2.0,0.0,Good,C,192.0,Gas,,1.0,746.0,Wallonia
20246186,Herstal,4040,210000,house,,2.0,,112.0,1.0,,,,,,2.0,,,F,494.0,Gas,,1.0,,Wallonia
20246185,Grâce-Hollogne,4460,280000,house,,2.0,,150.0,1.0,,,75.0,140.0,East,4.0,,To be done up,G,,Gas,,1.0,,Wallonia
20246179,Antwerpen,2170,175000,apartment,,1.0,,82.0,1.0,,,,,,2.0,,,E,435.0,Gas,Non flood zone,1.0,670.0,Flanders
20246177,Oostende,8400,204000,apartment,,2.0,,66.0,,1.0,,,,,,,,B,122.0,,,,,Flanders
20246174,Sint-Lambrechts-Woluwe,1200,520000,house,1955.0,5.0,135.0,180.0,1.0,,,,40.0,North East,2.0,,,D,184.0,,,1.0,,Brussels
20246171,Schaarbeek,1030,350000,apartment,,3.0,,139.0,1.0,,,,,,2.0,,,E,224.0,Gas,,1.0,1879.0,Brussels
20246172,Anderlecht,1070,445000,house,1956.0,6.0,,190.0,1.0,,,20.0,100.0,,2.0,,To be done up,Not specified,,Gas,,1.0,,Brussels
20246168,Molenbeek-Saint-Jean,1080,530000,house,,6.0,,311.0,1.0,,,,,,2.0,,,G,559.0,Gas,,1.0,,Brussels
20246161,Brussel,1000,440000,apartment,,2.0,,121.0,1.0,0.0,,,,,3.0,0.0,Good,E,204.0,Fuel oil,,1.0,2552.0,Brussels
20246163,Brussel,1000,1250000,apartment,2017.0,3.0,,200.0,1.0,,,12.0,,,3.0,,,B,61.0,,,1.0,,Brussels
20246159,Brussel,1000,495000,apartment,,3.0,,140.0,1.0,,,,,,2.0,,Just renovated,D,188.0,Gas,,1.0,,Brussels
20246146,Laken,1020,485000,house,1920.0,4.0,95.0,190.0,1.0,0.0,,5.0,28.0,,2.0,,Good,F,336.0,,,1.0,1206.0,Brussels
20246153,Brussel,1000,349000,apartment,1888.0,4.0,,135.0,1.0,,,,,,2.0,,,G,547.0,,,1.0,656.0,Brussels
20246144,Brussel,1000,449000,house,,4.0,,130.0,1.0,,,,,,2.0,,,G,,,,1.0,,Brussels
20246145,Brussel,1000,369000,apartment,1995.0,3.0,,95.0,1.0,,,,40.0,,3.0,,,E,245.0,,,1.0,,Brussels
20246143,Brussel,1000,399000,apartment,2003.0,2.0,,75.0,1.0,0.0,,3.0,,,2.0,,Good,G,,Electric,,1.0,,Brussels
20246142,Saint-Josse-ten-Noode,1210,369000,apartment,1995.0,3.0,,95.0,1.0,,,,40.0,,3.0,,,E,245.0,,,1.0,,Brussels
20246141,Brussel,1000,455000,apartment,,2.0,,98.0,1.0,,,,,,,,Just renovated,D,169.0,,,1.0,,Brussels
20246097,Flémalle,4400,230000,apartment,1952.0,2.0,,220.0,0.0,,,16.0,,,2.0,,To restore,F,478.0,Fuel oil,,1.0,1898.0,Wallonia
20246263,Grivegnée,4030,169900,house,1942.0,2.0,36.0,79.0,1.0,,,,,,2.0,,Good,E,387.0,Gas,,1.0,332.0,Wallonia
20241825,Braine-l'Alleud,1420,415000,house,,5.0,143.0,201.0,1.0,,,30.0,143.0,North West,2.0,,Just renovated,D,272.0,Gas,Non flood zone,1.0,1488.0,Wallonia
20246140,Saint-Gilles,1060,560000,apartment,,3.0,,100.0,,,,,,,2.0,,,D,164.0,,Non flood zone,,884.0,Brussels
20246119,Berchem-Sainte-Agathe,1082,420000,house,1953.0,2.0,132.0,135.0,1.0,0.0,,30.0,,,2.0,,As new,G,388.0,Gas,,1.0,1031.0,Brussels
20246128,Koekelberg,1081,359000,house,,6.0,,250.0,1.0,,,,,,2.0,,To renovate,G,948.0,,,,,Brussels
20246125,Anderlecht,1070,449000,house,1934.0,4.0,,146.0,1.0,,1.0,,124.0,West,2.0,,,G,496.0,,,1.0,1113.0,Brussels
20246117,Anderlecht,1070,450000,house,1899.0,6.0,,220.0,1.0,,,,,,2.0,,,F,280.0,Fuel oil,,,1152.0,Brussels
20246115,Molenbeek-Saint-Jean,1080,450000,apartment,2005.0,3.0,,120.0,1.0,0.0,,15.0,,,2.0,,As new,C,108.0,Gas,,1.0,1346.0,Brussels
20235467,Saint-Nicolas,4420,225000,house,,4.0,123.0,,1.0,,,15.0,50.0,South East,4.0,0.0,As new,E,372.0,Fuel oil,Non flood zone,1.0,415.0,Wallonia
20246105,Oostkamp,8020,215000,apartment,,2.0,,94.0,,,,,,,,,Good,D,364.0,Electric,,1.0,939.0,Flanders
20246100,Flémalle,4400,230000,house,1952.0,2.0,267.0,220.0,0.0,,,16.0,,,2.0,,To restore,F,478.0,Fuel oil,,1.0,1898.0,Wallonia
20246094,Grâce-Hollogne,4460,132000,house,,2.0,190.0,76.0,1.0,,,20.0,105.0,East,2.0,,To renovate,G,560.0,Fuel oil,,,294.0,Wallonia
20244573,Hélécine,1357,249000,house,1965.0,2.0,955.0,104.0,1.0,0.0,,11.0,813.0,,4.0,0.0,To renovate,G,657.0,Fuel oil,Non flood zone,1.0,930.0,Wallonia
20246090,Lille,2275,750000,house,2007.0,4.0,1317.0,400.0,1.0,,1.0,,,,4.0,,As new,C,261.0,Gas,Non flood zone,1.0,1805.0,Flanders
20246083,Anderlecht,1070,458000,house,1940.0,5.0,,231.0,1.0,,,,93.0,West,2.0,,Good,E,254.0,Gas,,1.0,,Brussels
20246079,Antwerpen,2000,357000,apartment,,1.0,,95.0,1.0,,,,,,2.0,,Just renovated,A,78.0,Gas,,1.0,,Flanders
20199417,Schaarbeek,1030,199000,apartment,,2.0,,90.0,,0.0,,,,,2.0,,,Not specified,,,,0.0,,Brussels
10674364,Epinois,7134,105000,house,,2.0,,111.0,1.0,,,,,,3.0,,To renovate,E,389.0,,,1.0,339.0,Wallonia
20246071,Laken,1020,219000,apartment,1930.0,1.0,,82.0,1.0,,,,,,2.0,,Good,F,330.0,Gas,Non flood zone,1.0,684.0,Brussels
20246069,Oudenaarde,9700,500000,house,,3.0,542.0,,,,,,,,,,,F,646.0,,Non flood zone,,,Flanders
20246061,Antwerpen,2180,329000,house,,4.0,240.0,187.0,1.0,,,,,,2.0,,To renovate,D,348.0,Gas,Possible flood zone,1.0,,Flanders
20246055,Herzele,9550,220000,house,1938.0,3.0,642.0,192.0,1.0,,,1.0,1.0,,4.0,0.0,To renovate,F,1197.0,Fuel oil,Non flood zone,0.0,325.0,Flanders
20238150,Genval,1332,385000,house,1918.0,3.0,390.0,114.0,1.0,,,,,,3.0,,Good,D,284.0,,,1.0,427.0,Wallonia
20236653,Braine-l'Alleud,1420,975000,house,1975.0,7.0,1960.0,465.0,1.0,0.0,1.0,,477.0,,4.0,0.0,Good,C,214.0,Fuel oil,,1.0,4699.0,Wallonia
20242721,Aalst,9300,239000,apartment,,2.0,,131.0,1.0,0.0,,,,,,,Good,B,178.0,Gas,Possible flood zone,1.0,837.0,Flanders
20242227,La Bruyère,5080,385000,house,1971.0,3.0,1666.0,145.0,1.0,0.0,,20.0,1400.0,,4.0,0.0,Good,F,470.0,Electric,Non flood zone,1.0,,Wallonia
20228934,Liège,4000,169000,apartment,1967.0,2.0,,87.0,1.0,0.0,,3.0,,,2.0,0.0,Good,B,143.0,Fuel oil,Non flood zone,1.0,1170.0,Wallonia
20246100,Flémalle,4400,230000,house,1952.0,2.0,267.0,220.0,0.0,,,16.0,,,2.0,,To restore,F,478.0,Fuel oil,,1.0,1898.0,Wallonia
20246051,Lier,2500,299000,apartment,1960.0,2.0,,102.0,1.0,,,4.0,,,2.0,,As new,B,183.0,Gas,Non flood zone,1.0,,Flanders
20246050,Nijlen,2560,340000,house,1979.0,3.0,602.0,187.0,1.0,,,,,,3.0,,Good,D,343.0,,Non flood zone,1.0,830.0,Flanders
20246048,Olne,4877,575000,house,2005.0,3.0,1503.0,180.0,1.0,0.0,,35.0,,,4.0,1.0,,D,277.0,Electric,,0.0,1349.0,Wallonia
20246047,Boechout,2530,749000,house,1987.0,6.0,1233.0,208.0,1.0,,1.0,,,,4.0,,Good,D,347.0,Gas,Non flood zone,1.0,1492.0,Flanders
20246044,De Haan,8420,129000,apartment,1968.0,1.0,,57.0,,0.0,,,,,2.0,,,B,198.0,Gas,Non flood zone,1.0,624.0,Flanders
20246043,Diksmuide,8600,225000,apartment,,2.0,,77.0,1.0,,,,,,,,Good,B,144.0,Gas,,1.0,,Flanders
20246041,Arendonk,2370,279000,house,1957.0,3.0,905.0,158.0,1.0,,,,,,4.0,,To renovate,F,509.0,,Non flood zone,1.0,,Flanders
20105050,Saint-Gilles,1060,327000,apartment,2024.0,3.0,,118.0,1.0,,,37.0,,,4.0,,As new,A,30.0,Gas,Non flood zone,,,Brussels
20043938,Bavikhove,8531,209000,house,1937.0,4.0,479.0,236.0,,,,,,,2.0,,Good,F,740.0,Fuel oil,Non flood zone,0.0,629.0,Flanders
20246028,Theux,4910,248000,house,,3.0,,200.0,,,,,,,,,,Not specified,,,,,,Wallonia
20179207,Knokke-Heist,8300,835000,house,2016.0,,137.0,137.0,,,,,,,4.0,,Good,A,,,Non flood zone,0.0,950.0,Flanders
20246026,Borgloon,3840,139000,house,1900.0,4.0,156.0,155.0,1.0,,,,40.0,North East,3.0,,Good,F,743.0,,Non flood zone,1.0,371.0,Flanders
20246024,Tongeren,3700,419000,house,1993.0,3.0,1827.0,169.0,1.0,,,,1480.0,South,3.0,,Good,D,343.0,Gas,,1.0,927.0,Flanders
20246019,Willebroek,2830,795000,house,2015.0,3.0,500.0,195.0,1.0,,1.0,,,,4.0,1.0,As new,A,56.0,,,1.0,,Flanders
20246015,Uccle,1180,550000,house,1936.0,4.0,226.0,189.0,1.0,,1.0,10.0,150.0,West,,,As new,G,366.0,Gas,,1.0,780.0,Brussels
20246016,Linkebeek,1630,550000,house,1936.0,4.0,226.0,189.0,1.0,,1.0,10.0,150.0,West,,,As new,D,366.0,Gas,,1.0,780.0,Flanders
20246014,Linkebeek,1630,550000,house,1936.0,4.0,226.0,189.0,1.0,,1.0,10.0,150.0,West,,,As new,D,366.0,Gas,,1.0,780.0,Flanders
20246012,Wervik,8940,445000,house,1989.0,5.0,531.0,263.0,1.0,,,,381.0,North East,4.0,,As new,B,141.0,Gas,,1.0,870.0,Flanders
20242467,Bressoux,4020,249000,house,1918.0,3.0,97.0,130.0,1.0,0.0,,33.0,,,2.0,0.0,As new,C,173.0,Gas,Non flood zone,1.0,685.0,Wallonia
20233365,Antwerpen,2060,239500,apartment,2014.0,1.0,,56.0,1.0,,,12.0,,,,,Good,B,121.0,Gas,Non flood zone,,701.0,Flanders
20246009,Liège,4000,225000,house,,3.0,260.0,170.0,,,,28.0,,,3.0,,,D,338.0,Gas,,1.0,607.0,Wallonia
20246010,Liège,4000,165000,house,,3.0,,,,,,,,,2.0,,To restore,E,361.0,Gas,,1.0,850.0,Wallonia
20246000,Rebecq,1430,350000,house,1920.0,3.0,1530.0,150.0,1.0,,1.0,,,,,,Good,E,421.0,Fuel oil,,1.0,294.0,Wallonia
20245998,Tremelo,3120,349900,apartment,2020.0,2.0,,96.0,1.0,0.0,,10.0,,,2.0,,As new,A,98.0,Gas,Non flood zone,1.0,,Flanders
20245997,Machelen,1830,373500,apartment,2024.0,3.0,,125.0,,0.0,,7.0,,,,0.0,As new,Not specified,,,,1.0,,Flanders
20245994,Charleroi,6000,105000,apartment,,3.0,,106.0,1.0,0.0,,,,,3.0,,Good,D,332.0,Electric,,1.0,1115.0,Wallonia
20245991,Jodoigne,1370,290000,house,,5.0,250.0,220.0,1.0,,,20.0,,,2.0,,To be done up,D,323.0,Fuel oil,,1.0,,Wallonia
20245986,Turnhout,2300,275000,house,,3.0,180.0,224.0,,,,,100.0,,2.0,,Good,D,336.0,Gas,Non flood zone,1.0,,Flanders
20245970,Beveren,9120,250000,apartment,2023.0,1.0,,61.0,1.0,,,12.0,50.0,,2.0,0.0,As new,A,49.0,Gas,Non flood zone,1.0,607.0,Flanders
20245968,Harelbeke,8530,265000,house,1960.0,4.0,140.0,220.0,,,,,,,,,,D,350.0,,,,,Flanders
9865912,Zwevegem,8550,410970,apartment,2021.0,3.0,,123.0,,0.0,,15.0,,,2.0,0.0,Good,Not specified,,Gas,Non flood zone,1.0,1.0,Flanders
20245957,Aartrijke,8211,239000,house,1973.0,4.0,257.0,168.0,,0.0,,,,,2.0,,,F,522.0,Gas,Non flood zone,1.0,1.0,Flanders
20223527,Antwerpen,2100,235000,apartment,1960.0,3.0,,89.0,1.0,,,3.0,97.0,,2.0,,To be done up,E,442.0,Gas,Non flood zone,1.0,669.0,Flanders
20230748,Flémalle,4400,185000,house,1938.0,2.0,200.0,125.0,1.0,0.0,,10.0,150.0,,2.0,0.0,Good,C,240.0,,Non flood zone,1.0,399.0,Wallonia
20234764,Flémalle,4400,285000,house,1900.0,3.0,145.0,135.0,1.0,1.0,,10.0,50.0,,2.0,0.0,As new,C,206.0,Gas,Non flood zone,1.0,600.0,Wallonia
20242026,Magnée,4623,490000,house,1987.0,3.0,1080.0,236.0,1.0,,1.0,,695.0,West,3.0,0.0,Good,E,387.0,Fuel oil,,1.0,870.0,Wallonia
20246500,Gent,9000,1295000,house,1933.0,4.0,151.0,231.0,1.0,,,,,,2.0,,,A,92.0,Gas,Non flood zone,1.0,743.0,Flanders
11338369,Rendeux,6987,259000,house,1929.0,6.0,1424.0,241.0,1.0,1.0,,,,,4.0,,Good,G,596.0,Gas,,,774.0,Wallonia
20245956,Bocholt,3950,428000,house,1976.0,2.0,1675.0,177.0,1.0,,,,,,,,Good,E,481.0,,Non flood zone,1.0,681.0,Flanders
20245948,Saint-Josse-ten-Noode,1210,149000,apartment,1943.0,1.0,,70.0,1.0,0.0,,,,,2.0,,To renovate,G,602.0,Gas,,,,Brussels
20137279,Lodelinsart,6042,145000,house,,3.0,200.0,105.0,0.0,0.0,,140.0,,,3.0,,Good,E,377.0,Gas,,1.0,400.0,Wallonia
20245933,Liège,4000,456324,house,,4.0,522.0,148.0,1.0,,,,,,3.0,,,Not specified,,Gas,,,,Wallonia
20245931,Liège,4000,424501,house,,3.0,406.0,170.0,1.0,,,25.0,,,2.0,,,Not specified,,,,,,Wallonia
20245932,Liège,4000,495578,house,,4.0,671.0,151.0,1.0,,,24.0,,,3.0,,,A+,4.0,,,,,Wallonia
20245929,Liège,4000,445971,house,,4.0,547.0,148.0,1.0,,,24.0,,,3.0,,,Not specified,,,,,,Wallonia
