Property ID,Locality name,Postal code,price,Type of property,Construction year,Number of rooms,Surface of the plot,Living area,kitchen,furnished,Open fire,Terrace,Garden,Garden orientation,Number of facades,Swimming pool,State of builing,Energy class,Primary energy consumption,Heating type,Flood zone type,Double glazing,Cadastral income,region
20214085,Rumst,2840,549000,house,1983.0,5.0,1043.0,209.0,1.0,0.0,,,,,,,Good,F,546.0,,Non flood zone,1.0,1053.0,Flanders
20241971,Heure-le-Romain,4682,224000,house,1960.0,2.0,330.0,124.0,1.0,0.0,,20.0,150.0,,2.0,0.0,Good,Not specified,,Fuel oil,Non flood zone,1.0,,Wallonia
10227761,Schaarbeek,1030,549000,apartment,2023.0,2.0,,85.0,1.0,0.0,,16.0,,,2.0,0.0,As new,Not specified,,Gas,,1.0,,Brussels
20241947,Molenbeek-Saint-Jean,1080,215000,apartment,,2.0,,98.0,1.0,0.0,,5.0,,,2.0,,To renovate,Not specified,,Fuel oil,Non flood zone,,,Brussels
20241957,Molenbeek-Saint-Jean,1080,269000,apartment,,2.0,,82.0,,0.0,,4.0,,,2.0,,Good,Not specified,,,,,,Brussels
20241946,Molenbeek-Saint-Jean,1080,225000,apartment,,2.0,,80.0,1.0,0.0,,5.0,,,2.0,0.0,Good,G,,,Non flood zone,1.0,,Brussels
20241932,Nijlen,2560,325000,house,1935.0,4.0,193.0,170.0,1.0,,,,,,3.0,,,D,336.0,Gas,Non flood zone,1.0,589.0,Flanders
20241931,Kapellen,2950,515000,house,2004.0,4.0,312.0,220.0,1.0,0.0,1.0,25.0,,,3.0,,As new,B,180.0,Gas,Non flood zone,1.0,1283.0,Flanders
20241930,Turnhout,2300,175000,apartment,1972.0,3.0,,123.0,,0.0,,,,,2.0,,,C,278.0,,,,1.0,Flanders
11417009,Oostende,8400,499000,house,,4.0,,309.0,1.0,,,,,,2.0,,,B,125.0,Gas,,1.0,,Flanders
20241929,Dave,5100,299000,house,,4.0,519.0,170.0,1.0,,,8.0,300.0,North West,3.0,0.0,To renovate,E,374.0,Fuel oil,,0.0,1139.0,Wallonia
20241921,Rixensart,1330,559000,house,1968.0,4.0,1013.0,223.0,1.0,,1.0,10.0,,,4.0,,Good,D,337.0,Gas,,1.0,,Wallonia
20180608,Antwerpen,2660,175000,apartment,1969.0,3.0,,90.0,1.0,,,5.0,,,,,Good,C,232.0,Gas,Non flood zone,,770.0,Flanders
20149055,Uccle,1180,330000,apartment,1967.0,2.0,,90.0,1.0,,,2.0,,,2.0,0.0,Good,G,543.0,Gas,Non flood zone,1.0,1517.0,Brussels
20184408,Cheratte,4602,149000,house,1850.0,3.0,50.0,97.0,1.0,0.0,,19.0,,,2.0,0.0,As new,B,120.0,Gas,Non flood zone,1.0,252.0,Wallonia
20193646,Seraing,4100,195000,house,1965.0,2.0,276.0,107.0,1.0,0.0,,67.0,50.0,,2.0,0.0,Good,C,182.0,Gas,Non flood zone,1.0,699.0,Wallonia
20148731,Angleur,4031,199000,house,1930.0,5.0,231.0,173.0,1.0,0.0,,,,,2.0,0.0,To be done up,D,323.0,Gas,Recognized flood zone,1.0,974.0,Wallonia
20203342,Aalst,9300,335000,house,1940.0,3.0,830.0,207.0,1.0,,,40.0,600.0,,3.0,0.0,Good,F,554.0,Gas,Non flood zone,1.0,,Flanders
20166732,Rochefort,5580,399000,house,1974.0,5.0,5922.0,255.0,1.0,,,,5922.0,,4.0,0.0,To be done up,D,331.0,Fuel oil,Non flood zone,1.0,1831.0,Wallonia
20200232,Anderlecht,1070,419000,house,1959.0,3.0,180.0,185.0,1.0,0.0,,48.0,100.0,,2.0,0.0,To renovate,F,278.0,Gas,Non flood zone,1.0,1680.0,Brussels
20159666,Wondelgem,9032,449000,house,1950.0,3.0,199.0,165.0,1.0,,,20.0,150.0,,3.0,0.0,As new,C,292.0,,Non flood zone,1.0,438.0,Flanders
20147980,Aubange,6790,499000,house,1960.0,3.0,980.0,209.0,1.0,0.0,,30.0,450.0,,4.0,0.0,As new,D,317.0,Fuel oil,Non flood zone,1.0,1160.0,Wallonia
20161537,Uccle,1180,795000,house,2014.0,4.0,155.0,205.0,1.0,0.0,,25.0,40.0,,2.0,0.0,As new,C,141.0,Gas,Recognized flood zone,1.0,,Brussels
20191048,Wezembeek-Oppem,1970,950000,house,2007.0,4.0,650.0,240.0,1.0,,,,420.0,,3.0,,Good,B,132.0,Gas,Non flood zone,1.0,,Flanders
20144173,Uccle,1180,995000,house,1933.0,6.0,661.0,294.0,1.0,0.0,,120.0,240.0,,3.0,0.0,Good,G,500.0,Gas,Possible flood zone,1.0,2074.0,Brussels
20158264,Herstal,4040,169000,house,1960.0,4.0,161.0,180.0,0.0,0.0,1.0,22.0,70.0,,2.0,0.0,To renovate,E,425.0,Fuel oil,Non flood zone,,733.0,Wallonia
20188230,Jemeppe-sur-Meuse,4101,230000,house,1950.0,3.0,520.0,140.0,1.0,0.0,,120.0,150.0,,3.0,0.0,As new,D,289.0,Gas,Non flood zone,1.0,745.0,Wallonia
20241900,Grivegnée,4030,125000,house,,2.0,,127.0,1.0,0.0,,,,,2.0,,To be done up,F,462.0,,Non flood zone,1.0,433.0,Wallonia
20241889,Sint-Niklaas,9100,320000,house,1951.0,5.0,132.0,129.0,1.0,0.0,,,,,2.0,,,D,376.0,Gas,Non flood zone,1.0,594.0,Flanders
20241888,Dendermonde,9200,245000,house,1938.0,3.0,420.0,175.0,1.0,0.0,,,,,3.0,0.0,,D,340.0,Gas,Non flood zone,1.0,302.0,Flanders
20233359,Hofstade,1981,345000,house,,3.0,323.0,232.0,,0.0,,,,,2.0,0.0,,D,362.0,Gas,Non flood zone,1.0,961.0,Flanders
20241885,Koksijde,8670,219000,apartment,,2.0,,67.0,,1.0,,,,,2.0,,,C,257.0,Gas,Non flood zone,1.0,1.0,Flanders
20241882,Stabroek,2940,499000,house,2024.0,3.0,373.0,200.0,1.0,,,,,,2.0,,,Not specified,,,,1.0,,Flanders
20241881,Colfontaine,7340,249000,house,2023.0,3.0,,100.0,1.0,,,,,,3.0,,As new,A+,33.0,Gas,Non flood zone,1.0,,Wallonia
20241879,Honnelles,7387,130000,house,,3.0,7260.0,,1.0,0.0,,80.0,,,2.0,,To renovate,G,1000.0,,Non flood zone,,323.0,Wallonia
20241878,Ham,3945,549000,house,1997.0,5.0,1756.0,346.0,,,,,,,4.0,,Good,B,195.0,Fuel oil,Non flood zone,1.0,,Flanders
20241876,Blankenberge,8370,299000,apartment,,2.0,,110.0,,1.0,,7.0,,,,,Good,A,72.0,Gas,,1.0,,Flanders
20241874,Melle,9090,275000,house,1956.0,2.0,434.0,142.0,,,,,,,3.0,,,F,1198.0,Fuel oil,Non flood zone,,632.0,Flanders
20241870,Antwerpen,2020,320000,apartment,2012.0,2.0,,110.0,1.0,,,12.0,,,2.0,,As new,A,93.0,Gas,Non flood zone,1.0,,Flanders
20241868,Wasseiges,4219,386000,apartment,1800.0,3.0,,125.0,,,,9.0,,,,1.0,,A,56.0,,,1.0,,Wallonia
20241867,Antwerpen,2100,220000,apartment,1970.0,2.0,,90.0,1.0,0.0,,7.0,,,2.0,0.0,,B,153.0,Gas,Non flood zone,1.0,887.0,Flanders
20241865,Laarne,9270,349000,house,1956.0,3.0,420.0,161.0,1.0,0.0,,,,,3.0,,,E,464.0,Gas,Non flood zone,1.0,743.0,Flanders
20241866,Dendermonde,9200,195000,apartment,2011.0,2.0,,75.0,,0.0,,,,,2.0,,,C,222.0,Gas,Non flood zone,1.0,866.0,Flanders
20241864,Bornem,2880,299000,apartment,2009.0,2.0,,150.0,,0.0,,29.0,,,2.0,,,B,158.0,Gas,Non flood zone,1.0,745.0,Flanders
20241862,Eeklo,9900,305000,house,2024.0,4.0,158.0,159.0,1.0,0.0,,,,,2.0,0.0,,A,38.0,Gas,Non flood zone,1.0,1.0,Flanders
20241861,Antwerpen,2100,219950,apartment,1968.0,1.0,,66.0,1.0,0.0,,4.0,,,2.0,0.0,,B,193.0,Gas,Non flood zone,1.0,731.0,Flanders
20222182,Seraing,4100,95000,house,,1.0,30.0,50.0,0.0,0.0,,,,,2.0,0.0,Good,F,505.0,Electric,Non flood zone,,302.0,Wallonia
20223105,Kortrijk,8500,155000,house,,3.0,60.0,130.0,,,,5.0,,,2.0,,To be done up,C,295.0,Gas,Non flood zone,1.0,615.0,Flanders
20223062,Wevelgem,8560,185000,house,,3.0,870.0,100.0,,,,,544.0,,3.0,,To renovate,F,1474.0,Gas,Non flood zone,,423.0,Flanders
20223096,Harelbeke,8530,269000,house,,3.0,120.0,155.0,1.0,,,15.0,,,2.0,,Just renovated,B,163.0,Gas,Non flood zone,1.0,413.0,Flanders
20221692,Ninove,9400,285000,house,1918.0,3.0,150.0,125.0,1.0,0.0,,15.0,50.0,,2.0,,Just renovated,B,118.0,Gas,,,319.0,Flanders
20221151,Tielt,8700,399000,house,1963.0,4.0,307.0,154.0,1.0,0.0,,,,,,,Just renovated,B,133.0,Gas,Non flood zone,1.0,,Flanders
20222518,Meerle,2328,639000,house,2005.0,4.0,722.0,265.0,1.0,,,,,,4.0,1.0,As new,C,,Gas,Non flood zone,1.0,,Flanders
20221420,Auderghem,1160,995000,house,1910.0,5.0,620.0,265.0,1.0,0.0,,,500.0,,3.0,0.0,To be done up,F,290.0,Gas,,1.0,,Brussels
20192615,Ronse,9600,249000,apartment,2011.0,2.0,,103.0,1.0,,,20.0,104.0,South,3.0,,Good,A,66.0,Gas,,1.0,831.0,Flanders
20144806,Uccle,1180,329000,apartment,1969.0,3.0,,90.0,1.0,0.0,,13.0,,,2.0,0.0,To be done up,E,252.0,,Non flood zone,1.0,,Brussels
20194417,De Haan,8420,440000,apartment,2020.0,2.0,,95.0,1.0,,,25.0,,,2.0,,Good,A,45.0,Gas,Non flood zone,1.0,899.0,Flanders
20232767,Sint-Pieters-Woluwe,1150,695000,apartment,1970.0,4.0,,155.0,1.0,,1.0,12.0,,,3.0,0.0,,D,200.0,Gas,Non flood zone,1.0,2783.0,Brussels
20213339,Zonnebeke,8980,250000,apartment,1975.0,1.0,,66.0,,,,3.0,,,,,To be done up,C,224.0,Gas,Non flood zone,1.0,,Flanders
11420693,Wavre,1300,515000,house,1918.0,3.0,1550.0,216.0,1.0,,1.0,67.0,1100.0,North West,4.0,,To be done up,F,452.0,Fuel oil,Non flood zone,1.0,1786.0,Wallonia
11414121,Bierges,1301,515000,house,1918.0,3.0,1550.0,216.0,1.0,0.0,1.0,67.0,1100.0,North West,4.0,0.0,To be done up,F,452.0,Fuel oil,Non flood zone,1.0,1786.0,Wallonia
20008417,Villers-devant-Orval,6823,189000,house,,3.0,536.0,,,,,1.0,1.0,,,0.0,,G,677.0,Fuel oil,,0.0,647.0,Wallonia
20241858,Zelzate,9060,145000,apartment,,2.0,,67.0,1.0,,,,,,3.0,,To renovate,F,579.0,Gas,Non flood zone,1.0,,Flanders
20241855,Dave,5100,250000,house,,4.0,400.0,170.0,1.0,,1.0,1.0,1.0,North West,2.0,0.0,To be done up,E,374.0,Fuel oil,,0.0,1139.0,Wallonia
20241854,Londerzeel,1840,230000,house,1934.0,3.0,150.0,140.0,1.0,,,,,,2.0,,To renovate,F,679.0,Gas,Non flood zone,1.0,585.0,Flanders
20241849,Herstal,4040,150000,house,,2.0,65.0,102.0,1.0,0.0,,,,,3.0,,,G,604.0,Gas,,1.0,404.0,Wallonia
20241848,Herstal,4040,165000,house,,2.0,78.0,124.0,1.0,0.0,,23.0,,,3.0,,,E,350.0,Gas,,1.0,312.0,Wallonia
20241844,Écaussinnes,7190,365000,house,2024.0,4.0,193.0,215.0,1.0,0.0,,,103.0,South West,2.0,,,Not specified,,Gas,,0.0,,Wallonia
20241843,Laken,1020,450000,house,1939.0,5.0,139.0,210.0,1.0,0.0,,,30.0,South West,2.0,,,Not specified,,Gas,,1.0,1881.0,Brussels
20241841,Baudour,7331,110000,house,,3.0,1547.0,140.0,1.0,0.0,,,,,4.0,,To renovate,E,411.0,Fuel oil,Non flood zone,1.0,715.0,Wallonia
20241840,Maisières,7020,329000,house,1930.0,5.0,750.0,220.0,1.0,0.0,,,,,3.0,0.0,,Not specified,,Gas,,1.0,,Wallonia
20233870,Stekene,9190,265000,house,1973.0,3.0,517.0,134.0,0.0,,,23.0,170.0,,3.0,,To renovate,E,409.0,Gas,Non flood zone,,,Flanders
20241825,Braine-l'Alleud,1420,415000,house,,5.0,143.0,201.0,1.0,,,30.0,143.0,North West,2.0,,Just renovated,D,272.0,Gas,Non flood zone,1.0,1488.0,Wallonia
20241816,Chastre,1450,365000,house,,4.0,219.0,174.0,1.0,,,12.0,141.0,,2.0,,Good,C,196.0,Gas,,1.0,,Wallonia
20241815,Anderlecht,1070,195000,apartment,,2.0,,70.0,1.0,,,6.0,,,4.0,,Good,F,,Gas,,,,Brussels
20241813,Brugge,8000,245000,apartment,1962.0,2.0,,108.0,1.0,0.0,,5.0,,,2.0,0.0,Good,D,325.0,Electric,Non flood zone,1.0,706.0,Flanders
20241811,Vorselaar,2290,336000,apartment,2024.0,2.0,,103.0,,,,,,,4.0,,As new,Not specified,,,,1.0,,Flanders
20241810,Westerlo,2260,499000,house,2023.0,3.0,651.0,,,,,,,,4.0,,As new,Not specified,,,,1.0,,Flanders
20241807,Mouscron,7700,395000,apartment,2000.0,3.0,,160.0,1.0,,,20.0,,,2.0,0.0,As new,B,123.0,Gas,Non flood zone,1.0,1447.0,Wallonia
20233092,Manage,7170,165000,house,,3.0,390.0,197.0,1.0,,,,,,3.0,,To renovate,E,360.0,Gas,,1.0,632.0,Wallonia
20235649,Baardegem,9310,239000,house,,1.0,190.0,100.0,1.0,,,42.0,,,,,,F,739.0,Gas,Non flood zone,1.0,181.0,Flanders
11361102,Anderlecht,1070,135000,apartment,1950.0,1.0,,60.0,0.0,,,,,,2.0,0.0,To renovate,E,269.0,Gas,Recognized flood zone,1.0,979.0,Brussels
20212242,Sprimont,4140,159000,house,,3.0,179.0,96.0,0.0,0.0,,7.0,74.0,,3.0,0.0,Good,G,561.0,Pellet,Non flood zone,1.0,277.0,Wallonia
11388139,Bornem,2880,224000,apartment,1993.0,2.0,,84.0,1.0,,,,53.0,,2.0,,Good,E,488.0,Electric,Non flood zone,1.0,554.0,Flanders
20213057,Antwerpen,2660,299900,house,1947.0,6.0,155.0,88.0,1.0,,,14.0,55.0,West,2.0,,Good,F,568.0,,Non flood zone,1.0,,Flanders
20210786,Aartselaar,2630,335000,house,1969.0,3.0,205.0,155.0,1.0,0.0,,17.0,,,,,Good,C,285.0,,Non flood zone,1.0,,Flanders
11355855,Evere,1140,425000,apartment,2022.0,3.0,,115.0,1.0,,,6.0,,,2.0,0.0,As new,A,36.0,Gas,Non flood zone,1.0,,Brussels
20211009,Asse,1730,749000,house,1993.0,5.0,1529.0,410.0,1.0,,,,,,,,Good,C,210.0,Fuel oil,Non flood zone,1.0,1295.0,Flanders
20211010,Aalst,9300,749000,house,1993.0,5.0,1529.0,410.0,1.0,,,,,,,,Good,C,210.0,Fuel oil,Non flood zone,1.0,1295.0,Flanders
20211011,Baardegem,9310,749000,house,1993.0,5.0,1529.0,410.0,1.0,,,,,,,,Good,C,210.0,Fuel oil,Non flood zone,1.0,1295.0,Flanders
20241786,Meerhout,2450,379000,house,1954.0,3.0,1038.0,142.0,1.0,0.0,,,,,4.0,,,B,177.0,Gas,,,602.0,Flanders
20241784,Tongeren,3700,279000,apartment,2018.0,2.0,,118.0,1.0,,,4.0,,,4.0,,,B,122.0,Gas,Non flood zone,1.0,932.0,Flanders
20241782,Diepenbeek,3590,248050,apartment,2022.0,2.0,,79.0,1.0,,,12.0,,,2.0,,,Not specified,,Gas,Non flood zone,1.0,,Flanders
20241781,Tongeren,3700,235000,apartment,2018.0,1.0,,59.0,1.0,,,35.0,,,4.0,,,B,125.0,Gas,Non flood zone,1.0,744.0,Flanders
20241783,Sint-Truiden,3800,350000,apartment,1982.0,2.0,,135.0,,,,25.0,,,2.0,,,B,133.0,Gas,Non flood zone,1.0,,Flanders
20241780,Knokke-Heist,8300,600000,apartment,1988.0,2.0,,62.0,1.0,1.0,,,,,,0.0,Just renovated,B,164.0,Gas,,,,Flanders
20241778,Veurne,8630,695000,house,1900.0,4.0,8400.0,400.0,1.0,0.0,,,,,4.0,,As new,E,500.0,Fuel oil,,1.0,916.0,Flanders
20241770,Bressoux,4020,229000,house,,2.0,,52.0,1.0,0.0,,,,,2.0,0.0,As new,E,360.0,Gas,Non flood zone,1.0,229.0,Wallonia
20241729,Manage,7170,325000,house,2016.0,4.0,289.0,151.0,1.0,0.0,,30.0,289.0,,3.0,,Good,B,117.0,Gas,,1.0,569.0,Wallonia
20241707,Kapellen,2950,559000,house,1951.0,5.0,540.0,228.0,1.0,,,,,,3.0,,Just renovated,D,312.0,Gas,Non flood zone,1.0,,Flanders
20241697,Borgloon,3840,365000,house,1967.0,3.0,1044.0,184.0,1.0,,,,,,3.0,,Good,B,114.0,Gas,,1.0,808.0,Flanders
20241679,Mouscron,7700,185000,house,1930.0,3.0,120.0,140.0,1.0,0.0,,,36.0,,2.0,0.0,Good,D,280.0,Pellet,Non flood zone,1.0,428.0,Wallonia
20206774,Knokke-Heist,8300,899000,apartment,1966.0,2.0,,59.0,1.0,0.0,,,,,,,Just renovated,A,74.0,Gas,Non flood zone,1.0,1524.0,Flanders
20206769,Knokke-Heist,8300,2125000,apartment,1965.0,3.0,,117.0,1.0,0.0,,,,,,,Good,C,222.0,Gas,Non flood zone,1.0,1390.0,Flanders
20223068,Waregem,8790,115000,apartment,2013.0,2.0,,70.0,,,,,,,,,Good,B,158.0,,,1.0,729.0,Flanders
20221699,Herzele,9550,229000,apartment,2007.0,3.0,,110.0,1.0,,,14.0,,,2.0,0.0,As new,B,168.0,Gas,Non flood zone,1.0,645.0,Flanders
20220945,Deerlijk,8540,249000,apartment,2020.0,1.0,,79.0,1.0,,,12.0,,,,,Good,A,56.0,Gas,,1.0,,Flanders
20219038,Watermaal-Bosvoorde,1170,260000,apartment,1969.0,1.0,,65.0,1.0,,,49.0,,,2.0,0.0,Good,E,268.0,Gas,Non flood zone,1.0,1346.0,Brussels
20223058,Izegem,8870,299000,apartment,2023.0,3.0,,105.0,,,,14.0,,,2.0,,,A,36.0,,Non flood zone,,837.0,Flanders
20221017,Hasselt,3500,325000,apartment,2021.0,1.0,,65.0,1.0,,,15.0,,,,,Good,A,65.0,Gas,Non flood zone,1.0,,Flanders
20219574,Elsene,1050,440000,apartment,1923.0,1.0,,100.0,1.0,0.0,,5.0,,,2.0,,As new,D,201.0,Gas,,,892.0,Brussels
20185620,Harelbeke,8530,195000,apartment,1988.0,3.0,,100.0,1.0,,,4.0,,,2.0,,Good,B,117.0,Gas,Non flood zone,1.0,,Flanders
20241674,Antwerpen,2020,396000,apartment,,3.0,,182.0,1.0,,,,,,2.0,,,B,134.0,Gas,Non flood zone,1.0,,Flanders
20241631,Antwerpen,2170,219000,apartment,1967.0,2.0,,141.0,1.0,,,,,,3.0,,To be done up,B,142.0,Gas,Non flood zone,1.0,1103.0,Flanders
20241626,Vielsalm,6690,259000,house,1890.0,3.0,1605.0,142.0,1.0,,,,1102.0,South,4.0,,Just renovated,B,148.0,Gas,Non flood zone,1.0,399.0,Wallonia
20241620,Theux,4910,250000,house,,6.0,,,,,1.0,,,,,,,D,266.0,Fuel oil,,,,Wallonia
20241619,Theux,4910,800000,house,,3.0,,,,,1.0,,,,,,,D,299.0,,,,,Wallonia
20241617,Maaseik,3680,499000,house,2017.0,3.0,483.0,188.0,1.0,,,,,,4.0,,,Not specified,,,Non flood zone,1.0,,Flanders
20241615,Braine-le-Château,1440,398500,house,,3.0,489.0,160.0,1.0,0.0,,,,,3.0,,,D,306.0,Gas,Non flood zone,1.0,1.0,Wallonia
20241608,Drogenbos,1620,620000,house,,5.0,90.0,210.0,,,,1.0,,,2.0,,As new,B,,Gas,Non flood zone,0.0,,Flanders
20241607,Molenbeek-Saint-Jean,1080,215000,apartment,1970.0,2.0,,93.0,,,,12.0,,,2.0,,Good,E,211.0,Gas,Non flood zone,1.0,,Brussels
20241600,Forest,1190,1895000,house,,5.0,440.0,512.0,1.0,,,40.0,85.0,East,,,,Not specified,,,,,,Brussels
20241596,Mechelen,2800,210000,apartment,1966.0,2.0,,99.0,,0.0,,5.0,,,2.0,0.0,,C,254.0,Gas,Non flood zone,1.0,1.0,Flanders
20241594,Heusden-Zolder,3550,329000,house,1958.0,3.0,1465.0,190.0,1.0,,1.0,,,,3.0,,Good,C,284.0,Gas,Non flood zone,1.0,665.0,Flanders
20241588,Balen,2490,449000,house,1978.0,3.0,3620.0,205.0,,,,,,,4.0,,Good,C,217.0,Fuel oil,,1.0,,Flanders
20202613,Sint-Pieters-Woluwe,1150,195000,apartment,1965.0,2.0,,59.0,,,,,,,3.0,,To renovate,G,457.0,Gas,Non flood zone,1.0,,Brussels
20202612,Sint-Pieters-Woluwe,1150,220000,apartment,1965.0,2.0,,59.0,,,,,,,3.0,,As new,G,409.0,Gas,Non flood zone,1.0,,Brussels
20199383,Antwerpen,2020,245000,house,1925.0,4.0,120.0,135.0,,,,,50.0,South,2.0,,To renovate,D,359.0,Gas,Non flood zone,1.0,627.0,Flanders
20148078,Ganshoren,1083,325000,apartment,2004.0,2.0,,93.0,1.0,0.0,,8.0,,,2.0,,As new,C,117.0,Gas,Non flood zone,1.0,1972.0,Brussels
20241615,Braine-le-Château,1440,398500,house,,3.0,489.0,160.0,1.0,0.0,,,,,3.0,,,D,306.0,Gas,Non flood zone,1.0,1.0,Wallonia
20219928,Ronse,9600,179000,house,1967.0,2.0,350.0,120.0,1.0,,,,,,2.0,,To be done up,E,471.0,Gas,Non flood zone,1.0,529.0,Flanders
20217972,Lochristi,9080,415000,house,1918.0,3.0,340.0,321.0,,,,,150.0,South,,,To renovate,E,412.0,,Non flood zone,1.0,1068.0,Flanders
20221198,Herselt,2230,450000,house,1970.0,3.0,4171.0,160.0,1.0,0.0,,15.0,,,4.0,,Good,C,299.0,Gas,Recognized flood zone,,1084.0,Flanders
20220844,Sterrebeek,1933,485000,house,1931.0,4.0,200.0,192.0,1.0,,1.0,18.0,,,2.0,,Good,C,296.0,Gas,,1.0,,Flanders
20216209,Nazareth,9810,535000,house,2000.0,3.0,730.0,356.0,1.0,0.0,,,,,4.0,,Good,C,235.0,Fuel oil,Non flood zone,1.0,,Flanders
20189234,Zottegem,9620,250000,house,1964.0,4.0,341.0,165.0,1.0,,,28.0,,,3.0,,To be done up,E,477.0,Gas,Non flood zone,1.0,535.0,Flanders
20206932,Ronse,9600,175000,apartment,2022.0,1.0,,83.0,1.0,0.0,,11.0,2000.0,South East,,,Good,A,112.0,Gas,Non flood zone,1.0,,Flanders
20241586,Gavere,9890,180000,apartment,2006.0,1.0,,,,,,,,,,,As new,B,195.0,Electric,Non flood zone,1.0,655.0,Flanders
20134851,Hamme,9220,299500,house,1956.0,4.0,604.0,265.0,1.0,,,,,,2.0,,To renovate,F,,Fuel oil,Non flood zone,1.0,617.0,Flanders
20241577,Knokke-Heist,8300,315000,house,,3.0,771.0,,,,,,,,3.0,,,F,,,Non flood zone,0.0,337.0,Flanders
20241569,Vilvoorde,1800,270000,house,1956.0,2.0,,83.0,1.0,,,,,,2.0,,Good,B,197.0,Gas,Non flood zone,1.0,565.0,Flanders
20241564,Balen,2490,365000,house,2023.0,3.0,,130.0,1.0,,,,,,3.0,,,A,,Gas,Non flood zone,1.0,,Flanders
20241550,Hasselt,3500,415000,house,1965.0,3.0,610.0,178.0,1.0,,,,,,4.0,,Just renovated,D,337.0,Gas,,,1003.0,Flanders
20241547,Jumet,6040,280000,house,,4.0,,167.0,1.0,0.0,,,,,2.0,,As new,C,205.0,Gas,,1.0,,Wallonia
20241544,Harelbeke,8530,259000,apartment,1959.0,2.0,,95.0,1.0,0.0,,30.0,,,,0.0,As new,A,95.0,Gas,,1.0,,Flanders
20241542,Rijkevorsel,2310,435000,house,2024.0,3.0,,158.0,1.0,,,,,,3.0,,As new,Not specified,,,Non flood zone,,,Flanders
20241543,Rijkevorsel,2310,429000,house,2024.0,3.0,,158.0,1.0,,,,,,3.0,,As new,Not specified,,,Non flood zone,,,Flanders
20241541,Rijkevorsel,2310,385000,apartment,2024.0,3.0,,106.0,1.0,,,11.0,,,2.0,,As new,Not specified,,,,,,Flanders
20241539,Rijkevorsel,2310,299000,apartment,2024.0,1.0,,77.0,1.0,,,36.0,,,,,,Not specified,,,,,,Flanders
20241538,Rijkevorsel,2310,567000,house,2024.0,4.0,,229.0,1.0,,,36.0,,,2.0,,As new,Not specified,,,Non flood zone,,,Flanders
20241537,Koekelare,8680,149000,house,,3.0,135.0,,1.0,0.0,1.0,,,,,0.0,To be done up,C,279.0,Fuel oil,Non flood zone,1.0,423.0,Flanders
20241531,La Louvière,7100,216000,house,,3.0,,,,,,,,,2.0,,As new,F,438.0,,,,,Wallonia
20241527,Gemmenich,4851,387600,house,2022.0,4.0,541.0,179.0,1.0,,,,,,4.0,,As new,B,108.0,Gas,,1.0,,Wallonia
20128123,Herstal,4040,175000,house,,3.0,320.0,90.0,1.0,0.0,,40.0,170.0,,3.0,0.0,Just renovated,F,509.0,Fuel oil,Non flood zone,1.0,347.0,Wallonia
20244673,Bressoux,4020,189000,apartment,,2.0,,74.0,1.0,0.0,,6.0,,,2.0,0.0,,B,,Fuel oil,,1.0,1.0,Wallonia
20229860,Brakel,9660,250000,house,1959.0,3.0,701.0,150.0,1.0,,,,,,,,To renovate,F,720.0,,Non flood zone,1.0,492.0,Flanders
20194913,Aalst,9300,265000,apartment,2004.0,2.0,,125.0,1.0,,,20.0,,,,,Good,B,116.0,Gas,Non flood zone,1.0,1184.0,Flanders
20194040,Gentbrugge,9050,445000,apartment,2003.0,2.0,,132.0,,0.0,,,125.0,,,,Good,B,172.0,Gas,Non flood zone,1.0,903.0,Flanders
20159639,Sint-Lambrechts-Woluwe,1200,625000,apartment,1958.0,3.0,,160.0,0.0,0.0,,13.0,,,2.0,0.0,As new,C,118.0,Gas,Non flood zone,1.0,2605.0,Brussels
20210234,Brasschaat,2930,1980000,house,1947.0,5.0,3149.0,689.0,1.0,,,,3149.0,South West,,1.0,Good,C,224.0,Gas,Non flood zone,1.0,5137.0,Flanders
20219569,Anderlecht,1070,310000,apartment,2022.0,2.0,,70.0,1.0,0.0,,6.0,,,2.0,0.0,As new,A,45.0,Gas,,,1214.0,Brussels
20217862,Knokke-Heist,8300,1695000,apartment,,4.0,,128.0,1.0,,,,,,,,Just renovated,D,304.0,Gas,Non flood zone,1.0,,Flanders
20221454,Zwijndrecht,2070,425000,house,2023.0,3.0,111.0,152.0,1.0,,,5.0,37.0,North West,2.0,,,A,24.0,Gas,Non flood zone,,,Flanders
20196243,Bornem,2880,199000,apartment,1874.0,2.0,,94.0,1.0,,,12.0,,,,,Good,E,412.0,,Non flood zone,1.0,798.0,Flanders
20241524,Oud-Turnhout,2360,399000,house,1967.0,4.0,405.0,160.0,1.0,0.0,,35.0,,,3.0,,Good,C,277.0,Gas,Non flood zone,1.0,599.0,Flanders
20167074,Maldegem,9990,309000,house,,4.0,752.0,147.0,1.0,0.0,,,,,3.0,0.0,,F,804.0,,Non flood zone,1.0,226.0,Flanders
20241507,Schoten,2900,365000,house,1935.0,2.0,151.0,159.0,1.0,,,,,,,,Good,D,340.0,Gas,,1.0,775.0,Flanders
20241480,Chaumont-Gistoux,1325,599000,house,2024.0,4.0,1100.0,210.0,,,,,,,4.0,,,Not specified,,,,1.0,,Wallonia
20241456,Champion,5020,229000,house,,3.0,,157.0,1.0,,,,,,3.0,,To be done up,E,343.0,Fuel oil,Non flood zone,1.0,,Wallonia
